ID|Monster Name|Type 1|Type 2|Type 3|Pri Element|Sec Element|Rareness|Cost|Mpoints|Artist|
2086|Hello Kitty & Tyrannos |Balanced |Dragon ||Fire |Fire |6 Stars |30|3000||
2087|Kerokerokeroppi & Plesios |Physical |Dragon ||Water |Water |6 Stars |30|3000||
2088|My Melody & Brachys |Balanced |Dragon ||Wood |Wood |6 Stars |30|3000||
2089|TAMADRApurin A La Mode |Physical |||Light |Light |7 Stars |30|5000||
2090|Princess Valkitty Heart |Healer |||Light |Light |7 Stars |30|5000||
2091|Mighty Dragon Emperor, Lifive |Dragon |||Fire ||6 Stars |50|50||
2092|Storm Mighty Dragon Emperor, Lifive |Dragon |God ||Fire |Light |7 Stars |80|50||
2093|Phoenix Rider |Attacker |||Fire |Water |5 Stars |8|5000||
2094|Phoenix Rider, Valen |Attacker |Healer ||Fire |Water |6 Stars |13|5000||
2095|Kraken Rider |Attacker |||Water |Light |5 Stars |8|5000||
2096|Kraken Rider, Nell |Attacker |Devil ||Water |Light |6 Stars |13|5000||
2097|Griffin Rider |Attacker |||Wood |Dark |5 Stars |8|5000||
2098|Griffin Rider, Gilliam |Attacker |Devil ||Wood |Dark |6 Stars |13|5000||
2099|Unicorn Rider |Attacker |||Light |Fire |5 Stars |8|5000||
2100|Unicorn Rider, Liene |Attacker |Healer ||Light |Fire |6 Stars |13|5000||
2101|Cerberus Rider |Attacker |||Dark |Wood |5 Stars |8|5000||
2102|Cerberus Rider, Jize |Attacker |Devil ||Dark |Wood |6 Stars |13|5000||
2103|Zhou Yu |Healer |||Water |Water |5 Stars |20|25||
2104|Graceful General, Zhou Yu |Healer |Dragon ||Water |Wood |6 Stars |30|25||
2105|Toyama Taste, Himi Udon |Physical |Attacker ||Light |Fire |6 Stars |30|1||
2106|Archer, Zell |Attacker |||Wood ||3 Stars |5|1||
2107|Hunter, Zell |Attacker |||Wood |Wood |4 Stars |10|1||
2108|Esper, No.41 |Balanced |||Light ||3 Stars |5|1||
2109|Superhuman, No.41 |Balanced |||Light |Water |4 Stars |10|1||
2110|Vampire |Devil |||Dark ||3 Stars |5|1||
2111|Nightstar Vampire |Devil |||Dark |Dark |4 Stars |10|1||
2112|Kyubi |Attacker |||Fire ||4 Stars |7|1||
2113|White Flame Fox, Kyubi |Attacker |God ||Fire |Fire |5 Stars |12|1||
2114|Ancient Wooden Beast |Physical |||Wood ||4 Stars |7|1||
2115|Wooden Cow, Gavlen |Physical |||Wood |Wood |5 Stars |12|1||
2116|Pianis |Attacker |||Water ||6 Stars |15|1||
2117|Enticing Water Princess, Pianis |Attacker |||Water |Water |7 Stars |20|1||
2118|Scythe-Wielder, Yukari |Balanced |||Dark ||4 Stars |7|1||
2119|Scythe-Wielder of Darkness, Yukari |Balanced |||Dark |Dark |5 Stars |12|1||
2120|Arthur |Balanced |||Light ||6 Stars |15|1||
2121|Holy King Arthur |Balanced |||Light |Light |7 Stars |20|1||
2122|UNPRINTABLE |Devil |God ||Dark |Light |6 Stars |45|10||
2123|UNPRINTABLE |Balanced |||Water |Light |6 Stars |30|3000||
2124|UNPRINTABLE |Healer |God ||Light |Light |7 Stars |32|5000||
2125|UNPRINTABLE |Balanced |||Light ||5 Stars |12|5000||
2126|UNPRINTABLE |Balanced |||Light |Dark |6 Stars |22|5000||
2127|Light Mech General, Sherospada |Physical |Machine |God |Light |Wood |6 Stars |35|1||
2128|Dark Mech General, Hysferzen |Physical |Machine |Devil |Dark |Fire |6 Stars |35|1||
2129|Relentless Destroyer, Grand Tengu |Physical |Devil ||Wood |Dark |7 Stars |35|15||
2130|Unwavering Demon Dragon, Nobunaga |Dragon |Attacker |Devil |Dark |Fire |7 Stars |35|10||
2131|UNPRINTABLE |Machine |||Fire ||4 Stars |9|1||
2132|UNPRINTABLE |Machine |Attacker ||Fire |Light |5 Stars |14|1||
2133|Batman+Disruptor |Physical |Machine ||Dark |Fire |7 Stars |35|5000||
2134|Batman+Batmobile |Balanced |Machine ||Dark |Dark |7 Stars |35|5000||
2135|Harley Quinn |Attacker |||Fire ||4 Stars |10|3000||
2136|Final Nightmare Harley Quinn |Attacker |||Fire |Water |5 Stars |20|3000||
2137|Scarecrow |Devil |||Dark ||5 Stars |10|10||
2138|Scarecrow+Fear Gas |Devil |||Dark |Wood |6 Stars |20|10||
2139|Arkham Knight |Devil |||Dark ||5 Stars |12|1||
2140|Private Military Arkham Knight |Devil |Machine ||Dark |Fire |6 Stars |17|1||
2141|Scarlet Dragon Caller, Tsubaki |Dragon |||Fire |Light |5 Stars |21|15000||
2142|Dusk Scarlet Dragon Caller, Tsubaki |Dragon |God ||Fire |Light |6 Stars |26|15000||
2143|Indigo Dragon Caller, Sumire |Dragon |||Water |Light |5 Stars |21|15000||
2144|Dawn Calm Indigo Dragon Caller, Sumire |Dragon |Physical ||Water |Light |6 Stars |26|15000||
2145|Jasper Dragon Caller, Kaede |Dragon |||Wood |Light |6 Stars |24|50000||
2146|Fall Wind Jasper Dragon Caller, Kaede |Dragon |Attacker ||Wood |Light |7 Stars |29|50000||
2147|Sun Dragon Caller, Kanna |Dragon |God ||Light |Light |6 Stars |40|50000||
2148|Dawn Sky Sun Dragon Caller, Kanna |Dragon |God ||Light |Light |7 Stars |60|50000||
2149|Moon Dragon Caller, Satsuki |Dragon |Attacker ||Dark |Light |5 Stars |30|15000||
2150|Ominous Moon Dragon Caller, Satsuki |Dragon |Attacker ||Dark |Light |6 Stars |50|15000||
2151|UNPRINTABLE |Dragon |God ||Light |Light |6 Stars |20|10||
2152|UNPRINTABLE |Dragon |Devil ||Dark |Dark |6 Stars |20|10||
2153|UNPRINTABLE |Dragon |||Fire ||3 Stars |5|1||
2154|UNPRINTABLE |Dragon |||Fire ||4 Stars |10|1||
2155|UNPRINTABLE |Balanced |||Water ||3 Stars |5|1||
2156|UNPRINTABLE |Balanced |||Water ||4 Stars |10|1||
2157|UNPRINTABLE |Machine |||Wood ||3 Stars |5|1||
2158|UNPRINTABLE |Machine |||Wood ||4 Stars |10|1||
2159|UNPRINTABLE |Machine |||Light ||3 Stars |5|1||
2160|UNPRINTABLE |Machine |God ||Light ||4 Stars |10|1||
2161|UNPRINTABLE |Devil |||Dark ||3 Stars |5|1||
2162|UNPRINTABLE |Devil |||Dark |Dark |4 Stars |10|1||
2163|UNPRINTABLE |Dragon |||Wood |Wood |5 Stars |15|4000||
2164|UNPRINTABLE |Dragon |Machine ||Fire ||5 Stars |15|5000||
2165|UNPRINTABLE |Dragon |Machine ||Fire |Fire |6 Stars |25|5000||
2166|UNPRINTABLE |Dragon |Machine ||Fire |Dark |7 Stars |40|5000||
2167|UNPRINTABLE |Dragon |||Fire ||4 Stars |12|3000||
2168|UNPRINTABLE |Dragon |Attacker ||Fire |Fire |5 Stars |22|3000||
2169|UNPRINTABLE |Dragon |Devil ||Water ||4 Stars |12|3000||
2170|UNPRINTABLE |Dragon |Devil ||Water |Water |5 Stars |22|3000||
2171|UNPRINTABLE |Devil |||Wood ||4 Stars |12|3000||
2172|UNPRINTABLE |Devil |Physical ||Wood |Wood |5 Stars |22|3000||
2173|UNPRINTABLE |Machine |||Light ||4 Stars |12|3000||
2174|UNPRINTABLE |Machine |God ||Light |Light |5 Stars |22|3000||
2175|UNPRINTABLE |Devil |||Dark ||5 Stars |15|5000||
2176|UNPRINTABLE |Devil |Dragon ||Dark |Dark |6 Stars |25|5000||
2177|UNPRINTABLE |Enhance Material |||Fire ||4 Stars |1|1||
2178|UNPRINTABLE |Enhance Material |||Dark ||4 Stars |1|1||
2179|God of the Destroying Lance, Odin |God |Attacker ||Fire |Dark |8 Stars |60|50000||
2180|Pacifying Yomi Goddess, Izanami |God |Physical ||Dark |Fire |8 Stars |70|20||
2181|Sha Wujing |Attacker |||Water ||6 Stars |20|20||
2182|Liusha River Mystic, Sha Wujing |Attacker |Devil ||Water |Dark |7 Stars |30|20||
2183|Zhu Bajie |Physical |||Fire ||6 Stars |20|20||
2184|Gluttonous Mystic, Zhu Bajie |Physical |Devil ||Fire |Light |7 Stars |30|20||
2185|Blazing CyberDragon, Thuban |Machine |Dragon ||Fire |Fire |5 Stars |20|5000||
2186|Abyssal CyberDragon, Sadalmelik |Machine |Dragon ||Water |Water |5 Stars |20|5000||
2187|Gale CyberDragon, Alnair |Machine |Dragon ||Wood |Wood |5 Stars |20|5000||
2188|Thundering CyberDragon, Shedar |Machine |Dragon ||Light |Light |5 Stars |20|5000||
2189|Destroying CyberDragon, Diadem |Machine |Dragon ||Dark |Dark |5 Stars |20|5000||
2190|Flame-Winged CyberBeast, Markab |Machine |God ||Fire |Wood |5 Stars |25|5000||
2191|Frost-Fanged CyberBeast, Alfecca |Machine |Physical ||Water |Dark |5 Stars |25|5000||
2192|Swoop-Winged CyberBeast, Phact |Machine |Balanced ||Wood |Light |5 Stars |25|5000||
2193|Flashing-Clawed CyberBeast, Leonis |Machine |Attacker ||Light |Water |5 Stars |25|5000||
2194|Evil Eye CyberBeast, Kakkab |Machine |Devil ||Dark |Fire |5 Stars |25|5000||
2195|Flame Gear |Machine |Devil ||Fire ||3 Stars |7|1||
2196|Aqua Gear |Machine |Devil ||Water ||3 Stars |7|1||
2197|Wind Gear |Machine |Devil ||Wood ||3 Stars |7|1||
2198|Thunder Gear |Machine |Devil ||Light ||3 Stars |7|1||
2199|Dark Gear |Machine |Devil ||Dark ||3 Stars |7|1||
2200|UNPRINTABLE |Enhance Material |||Wood ||4 Stars |1|1||
2201|UNPRINTABLE |Enhance Material |||Fire ||4 Stars |1|1||
2202|UNPRINTABLE |Enhance Material |||Water ||4 Stars |1|1||
2203|UNPRINTABLE |Enhance Material |||Wood ||4 Stars |1|1||
2204|UNPRINTABLE |Enhance Material |||Light ||4 Stars |1|1||
2205|Hell Demon, Scarlet |Devil |||Fire |Dark |6 Stars |80|50||
2206|Broad-Minded Hell Demon, Scarlet |Devil |||Fire |Dark |7 Stars |90|50||
2207|Latent TAMADRA (Imp. HP) |Awoken Material |||Light ||6 Stars |1|1||
2208|Latent TAMADRA (Imp. ATK) |Awoken Material |||Light ||6 Stars |1|1||
2209|Latent TAMADRA (Imp. RCV) |Awoken Material |||Light ||6 Stars |1|1||
2210|Latent TAMADRA (Auto-Heal) |Awoken Material |||Light ||6 Stars |1|1||
2211|Latent TAMADRA (Ext. Move Time) |Awoken Material |||Light ||6 Stars |1|1||
2212|Latent TAMADRA (Fire Dmg. Red.) |Awoken Material |||Light ||7 Stars |1|1||
2213|Latent TAMADRA (Water Dmg. Red.) |Awoken Material |||Light ||7 Stars |1|1||
2214|Latent TAMADRA (Wood Dmg. Red.) |Awoken Material |||Light ||7 Stars |1|1||
2215|Latent TAMADRA (Light Dmg. Red.) |Awoken Material |||Light ||7 Stars |1|1||
2216|Latent TAMADRA (Dark Dmg. Red.) |Awoken Material |||Light ||7 Stars |1|1||
2217|UNPRINTABLE |God |||Light ||Light |7 Stars |33|5000|
2218|UNPRINTABLE |Physical |God ||Wood |Water |7 Stars |33|5000||
2219|UNPRINTABLE |God |Healer ||Light |Light |6 Stars |30|3000||
2220|UNPRINTABLE |Devil |Balanced ||Wood |Dark |6 Stars |30|3000||
2221|UNPRINTABLE |Devil |God ||Light |Dark |6 Stars |30|1||
2222|UNPRINTABLE |Enhance Material |||Fire ||4 Stars |1|1||
2223|UNPRINTABLE |Enhance Material |||Light ||4 Stars |1|1||
2224|UNPRINTABLE |Enhance Material |||Wood ||4 Stars |1|1||
2225|UNPRINTABLE |Enhance Material |||Wood ||4 Stars |1|1||
2226|Vow and Limitation, Gon Freecs |Physical |Attacker ||Wood |Fire |7 Stars |35|5000||
2227|UNPRINTABLE |Attacker |Devil ||Dark |Light |7 Stars |35|5000||
2228|UNPRINTABLE |Healer |||Wood |Water |6 Stars |30|3000||
2229|UNPRINTABLE |Balanced |||Dark ||5 Stars |15|5000||
2230|UNPRINTABLE |Balanced |Devil ||Dark |Light |6 Stars |25|5000||
2231|UNPRINTABLE |Physical |||Light ||6 Stars |25|1||
2232|UNPRINTABLE |Physical |||Light |Wood |7 Stars |35|1||
2233|Deus ex Machina |Machine |God ||Light |Dark |6 Stars |30|25||
2234|Awoken Deus ex Machina |Machine |God ||Light |Dark |7 Stars |40|25||
2235|Avenging War Deity, Ares |God |Physical ||Fire |Light |7 Stars |35|5000||
2236|Psychopomp Commerce Deity, Hermes |God |Attacker ||Water |Dark |7 Stars |35|5000||
2237|Moon Flower Huntress, Artemis |God |Attacker ||Wood |Dark |7 Stars |35|5000||
2238|Brilliant Sun Deity, Apollo |God |Attacker ||Light |Water |7 Stars |35|5000||
2239|Cradle of Hell Goddess, Persephone |God |Healer ||Dark |Wood |7 Stars |35|5000||
2240|Demon Flamedragon Kagato |Attacker |||Fire |Fire |6 Stars |30|10||
2241|Sleeping Princess, Alma |Healer |||Fire ||5 Stars |10|1||
2242|Sacred Princess, Alma |Healer |God ||Fire |Light |6 Stars |15|1||
2243|Alma & Kapibara-san |Healer |God ||Fire |Wood |7 Stars |25|1||
2244|Harmony Goddess, Balancile Another |God |||Light |Dark |5 Stars |15|5000||
2245|Omnipotent Harmony Goddess, Balancile Another |God |Devil ||Light |Dark |6 Stars |25|5000||
2246|Lightweight Armor Queen, Polaris |Physical |||Water ||4 Stars |12|3000||
2247|Awoken Lightweight Armor Queen, Polaris |Physical |Attacker ||Water |Light |5 Stars |22|3000||
2248|Polaris & Kapibara-san |Physical |Healer ||Water |Wood |5 Stars |22|3000||
2249|Pure-Blooded Demon King, Asmodeus Another |Devil |Healer ||Dark |Wood |7 Stars |30|5000||
2250|PreDRA |Vendor |||Light ||3 Stars |1|3000||
2251|Grand PreDRA |Vendor |||Light ||4 Stars |1|10000||
2252|Shiva Dragon |God |Dragon ||Fire ||8 Stars |80|1||
2253|Destroyer God, Shiva Dragon |God |Dragon ||Fire |Dark |9 Stars |99|1||
2254|Neptune Dragon |God |Dragon ||Water ||8 Stars |80|1||
2255|Sea Deity, Neptune Dragon |God |Dragon ||Water |Dark |9 Stars |99|1||
2256|Odin Dragon |God |Dragon ||Wood ||8 Stars |80|1||
2257|Light Lance God, Odin Dragon |God |Dragon ||Wood |Light |9 Stars |99|1||
2258|Ra Dragon |God |Dragon ||Light ||8 Stars |80|1||
2259|Sun God, Ra Dragon |God |Dragon ||Light |Light |9 Stars |99|1||
2260|Yomi Dragon |God |Dragon ||Dark ||8 Stars |80|1||
2261|God of the Night, Tsukuyomi Dragon |God |Dragon ||Dark |Light |9 Stars |99|1||
2262|Frozen Hell Demon, Indigo |Devil |||Water |Dark |5 Stars |30|25||
2263|Cruel Frozen Hell Demon, Indigo |Devil |||Water |Dark |6 Stars |40|25||
2264|Sanada Yukimura |God |Attacker ||Fire ||5 Stars |15|5000||
2265|Fierce Warrior, Sanada Yukimura |God |Attacker ||Fire |Fire |6 Stars |25|5000||
2266|Mori Motonari |God |Physical ||Water ||5 Stars |15|5000||
2267|Peerless Strategist, Mori Motonari |God |Physical ||Water |Fire |6 Stars |25|5000||
2268|Ishida Mitsunari |God |Attacker ||Wood ||5 Stars |15|5000||
2269|Diligent Spy, Ishida Mitsunari |God |Attacker ||Wood |Dark |6 Stars |25|5000||
2270|Maeda Keiji |God |Balanced ||Light ||5 Stars |15|5000||
2271|Dashing Dandy, Maeda Keiji |God |Balanced ||Light |Fire |6 Stars |25|5000||
2272|Akechi Mitsuhide |God |Devil ||Dark ||5 Stars |15|5000||
2273|Deliberate Rebel, Akechi Mitsuhide |God |Devil ||Dark |Dark |6 Stars |25|5000||
2274|Balancile Another Card |Enhance Material |||Light |Dark |4 Stars |1|1||
2275|Polaris Card |Enhance Material |||Water ||4 Stars |1|1||
2276|Frost Dragon Emperor, Ilsix |Dragon |||Water ||6 Stars |50|50||
2277|Barbed Frost Dragon Emperor, Ilsix |Dragon |Physical ||Water |Dark |7 Stars |80|50||
2278|Art Goddess of Entertainment, Ame no Uzume |God |Balanced ||Fire |Water |7 Stars |35|5000||
2279|Vigorous Hunt Gods, Umisachi & Yamasachi |God |Healer |Physical |Water |Wood |8 Stars|45|5000||
2280|Miko Goddess of Protection, Kushinadahime |God |Healer |Attacker |Wood |Wood |8 Stars|45|5000||
2281|Creator God of Twin Skies, Izanagi |God |Balanced ||Light |Dark |7 Stars |35|5000||
2282|Placating Founder, Okuninushi |God |Attacker ||Dark |Water |7 Stars |35|5000||
2283|Paradise Celeb, Hera-Is |Devil |God ||Water |Water |6 Stars |50|10||
2284|Shaved Ice Specialist, Frost Demon |Devil |||Water ||4 Stars |12|1||
2285|UNPRINTABLE |Healer |Devil ||Water ||4 Stars |12|1||
2286|Incognito Queen, Awilda |Dragon |Attacker ||Water |Water |4 Stars |15|3000||
2287|Paradise Jade Dragon Caller, Sonia |Dragon |Attacker ||Wood |Water |7 Stars |60|15000||
2288|Resting Norn, Urd |God |Physical ||Water |Fire |6 Stars |40|6000||
2289|Paradise Norn, Urd |God |Attacker ||Water |Fire |6 Stars |40|6000||
2290|Snow-White Beauty, Valkyrie Claire |Healer |Devil |God |Dark |Water |8 Stars |45|15000||
2291|Summery Tourist, Chester |Dragon |Devil ||Water |Water |6 Stars |17|5000||
2292|Bleak Night Daughter, Pandora |God |Devil ||Dark |Water |7 Stars |35|15000||
2293|Red Puppeteer, Pure |Machine |||Fire |Wood |7 Stars |25|1||
2294|Red Puppet Master of Destruction, Pure Machina |Machine |||Fire |Wood |8 Stars |50|1||
2295|UNPRINTABLE |Machine |||Water |Fire |7 Stars |25|1||
2296|UNPRINTABLE |Machine |||Water |Fire |8 Stars |50|1||
2297|Green Puppeteer, Courage |Machine |||Wood |Water |7 Stars |25|1||
2298|Green Puppet Master of Creation, Courage Machina |Machine |||Wood |Water |8 Stars |50|1||
2299|Fire PreDRA |Vendor |||Fire ||2 Stars |1|500||
2300|Water PreDRA |Vendor |||Water ||2 Stars |1|500||
2301|Wood PreDRA |Vendor |||Wood ||2 Stars |1|500||
2302|Light PreDRA |Vendor |||Light ||2 Stars |1|500||
2303|Dark PreDRA |Vendor |||Dark ||2 Stars |1|500||
2304|Red Cap |Attacker |||Fire ||2 Stars |7|1||
2305|Red-Eyed Ghost, Red Cap |Attacker |||Fire ||3 Stars |12|1||
2306|Kappa |Physical |||Water ||2 Stars |7|1||
2307|Divine Water Messenger, Kappa |Physical |||Water ||3 Stars |12|1||
2308|Furi |Healer |||Wood ||2 Stars |7|1||
2309|Leopard-Spotted Mystery, Furi |Healer |||Wood ||3 Stars |12|1||
2310|Zlatorog |Balanced |||Light ||2 Stars |7|1||
2311|Gleaming Horned Protector Beast, Zlatorog |Balanced |||Light ||3 Stars |12|1||
2312|Cath Palug |Devil |||Dark ||2 Stars |7|1||
2313|Demon-Clawed Monster Cat, Cath Palug |Devil |||Dark ||3 Stars |12|1||
2314|awoken dancing queen hera-ur |Devil |God ||Fire |Fire |5 Stars |50|5000||
2315|divine queen hera |Devil |God ||Dark |Dark |5 Stars |50|5000||
2316|arbiter of judgement, metatron |God |Attacker ||Dark |Water |6 Stars |60|6000||
2317|marvelous red dragon caller, sonia |Dragon |Devil ||Fire |Dark |7 Stars |60|6000||
2318|Bronzed Beauty, Valkyrie Claire |Attacker |Devil |God |Dark |Water |8 Stars |45|15000||
2319|Jord |God |||Wood ||5 Stars |30|20||
2320|Awoken Jord |God |Attacker ||Wood |Light |6 Stars |40|20||
2321|divine law goddess, valkyrie rose |Healer |God ||Light |Wood |6 Stars |45|5000||
2322|Awoken Viper Orochi |Dragon |Physical ||Water |Wood |7 Stars |30|5000||
2323|Awoken Susano no Mikoto |Physical |Dragon ||Wood |Fire |7 Stars |30|5000||
2324|Awoken Amaterasu Ohkami |Healer |Physical ||Light |Wood |7 Stars |35|5000||
2325|Awoken Tsukuyomi |Physical |Devil ||Dark |Wood |7 Stars |35|5000||
2326|Shinji&Eva Unit-01, First Awoken Form |Attacker |Machine ||Water |Dark |6 Stars |25|3000||
2327|Rei&Eva Unit-00, Core Fusion |Attacker |Machine ||Light |Light |6 Stars |25|3000||
2328|Misato&AAA Wunder, Main Battery Gunfire |Attacker |Machine ||Fire |Light |7 Stars |40|5000||
2329|Eva Unit-01 TAMADRA |Enhance Material |||Water |Dark |4 Stars |1|1||
2330|Eva Unit-02 TAMADRA |Enhance Material |||Fire |Fire |4 Stars |1|1||
2331|Eva Unit-13 TAMADRA |Enhance Material |||Water |Dark |4 Stars |1|1||
2332|Misato TAMADRA |Enhance Material |||Fire |Light |4 Stars |1|1||
2333|Fire Armor Dragon, Sador |Machine |Dragon ||Fire ||5 Stars |20|10||
2334|Water Armor Dragon, Gienah |Machine |Dragon ||Water ||5 Stars |20|10||
2335|Thunder Armor Dragon, Albireo |Machine |Dragon ||Light ||5 Stars |20|10||
2336|Wood Armor Dragon, Becrux |Machine |Dragon ||Wood ||5 Stars |20|10||
2337|Light Armor Dragon, Acrux |Machine |Dragon ||Light ||5 Stars |20|10||
2338|Dark Armor Dragon, Gacrux |Machine |Dragon ||Dark ||5 Stars |20|10||
2339|Narga Cat |Attacker |||Dark ||6 Stars |25|15000||
2340|Nargacuga & Narga Cat |Attacker |Dragon ||Dark |Fire |7 Stars |35|15000||
2341|Ogre Cat |Physical |||Light ||6 Stars |25|15000||
2342|Zinogre & Ogre Cat |Physical |Dragon ||Light |Water |7 Stars |35|15000||
2343|Angry Tigrex & Rex Cat |Dragon |Physical ||Wood |Fire |7 Stars |35|5000||
2344|Chaotic Gore Magala & Gore Cat |Devil |Dragon ||Dark |Dark |7 Stars |35|5000||
2345|Poogie |Balanced |||Fire ||5 Stars |15|1||
2346|Poogie and Airou |Balanced |||Fire |Wood |6 Stars |25|1||
2347|Rathalos Cat Blade |Enhance Material |||Fire ||4 Stars |1|1||
2348|Rathian Cat Rapier |Enhance Material |||Wood ||4 Stars |1|1||
2349|Rex Cat Hammer |Enhance Material |||Wood ||4 Stars |1|1||
2350|Cat Lantern |Enhance Material |||Dark ||4 Stars |1|1||
2351|gungnir |Enhance Material |||Wood ||4 Stars |1|1||
2352|Magic Spear, gungnir |Enhance Material |||Water ||4 Stars |1|1||
2353|Eren Yeager |Attacker |Machine ||Fire ||5 Stars |12|5000||
2354|Hope of Mankind, Eren Yeager |Attacker |Machine ||Fire |Light |6 Stars |22|5000||
2355|Attack on Titan, Eren Yeager |Attacker |Physical ||Fire |Light |7 Stars |32|5000||
2356|Mikasa Ackerman |Attacker |Machine ||Water ||5 Stars |12|5000||
2357|Calm Beast, Mikasa Ackerman |Attacker |Machine ||Water |Fire |6 Stars |22|5000||
2358|Levi |Attacker |Machine ||Dark ||5 Stars |12|5000||
2359|Survey Corp Lance Corporal, Levi |Attacker |Machine ||Dark |Dark |6 Stars |22|5000||
2360|Mankind's Strongest Soldier, Levi |Attacker |Machine ||Dark |Dark |7 Stars |32|5000||
2361|Armin Arlert |Balanced |Machine ||Wood ||4 Stars |10|3000||
2362|Strategic Genius, Armin Arlert |Balanced |Machine ||Wood |Water |5 Stars |20|3000||
2363|Erwin Smith |Balanced |||Light ||4 Stars |10|3000||
2364|Survey Corps Commander, Erwin Smith |Balanced |Machine ||Light |Wood |5 Stars |20|3000||
2365|Jean Kirstein |Balanced |Machine ||Fire ||4 Stars |10|3000||
2366|Desperate Courage, Jean Kirstein |Balanced |Machine ||Fire |Dark |5 Stars |20|3000||
2367|UNPRINTABLE |Balanced |||Dark ||4 Stars |10|3000||
2368|UNPRINTABLE |Balanced |Machine ||Dark |Wood |5 Stars |20|3000||
2369|Krista Lenz |Healer |||Light ||4 Stars |10|3000||
2370|Corps' Goddess, Krista Lenz |Healer |Machine ||Light |Light |5 Stars |20|3000||
2371|Sasha Blouse |Physical |||Wood ||4 Stars |10|3000||
2372|Wonders of Appetite, Sasha Blouse |Physical |Machine ||Wood |Fire |5 Stars |20|3000||
2373|Armored Titan |Physical |||Wood ||4 Stars |12|1||
2374|Combat State, Armored Titan |Physical |||Wood |Dark |5 Stars |22|1||
2375|Colossus Titan |Physical |||Fire ||4 Stars |12|1||
2376|Combat State, Colossus Titan |Physical |||Fire |Fire |5 Stars |22|1||
2377|Female Titan |Attacker |||Light ||4 Stars |12|10||
2378|Combat State, Female Titan |Attacker |||Light |Fire |5 Stars |22|10||
2379|Picture of Eren |Enhance Material |||Fire ||4 Stars |1|1||
2380|Picture of Mikasa |Enhance Material |||Water ||4 Stars |1|1||
2381|Picture of Levi |Enhance Material |||Dark ||4 Stars |1|1||
2382|Aegir |God |||Water ||5 Stars |30|25||
2383|Awoken Aegir |God |Physical ||Water |Wood |6 Stars |40|25||
2384|Ruling Firestorm God, Set |God |Attacker ||Fire |Wood |7 Stars |35|5000||
