Generated 10-29-2016: 7:30PM (Run time: 4H:30M)

1 |Total Attributes:  8 |Tyrra ||Dragon |Fire |2 Stars |2 |1 |Shinnosuke Hino |
1733 |Total Attributes:  7 |Blue Chain Starsea Goddess, Andromeda ||God | /  |Healer |Water | /  |Water |7 Stars |35 |5000 |
1734 |Total Attributes:  7 |Green Star Vanquishing Deity, Perseus ||God | /  |Balanced |Wood | /  |Wood |7 Stars |35 |5000 |
1735 |Total Attributes:  7 |Revered Monkey King, Sun Wukong ||God | /  |Physical |Light | /  |Light |7 Stars |35 |5000 |
1736 |Total Attributes:  7 |Wailing Bleak Night Goddess, Pandora ||God | /  |Devil |Dark | /  |Dark |7 Stars |35 |5000 |
1737 |Total Attributes:  7 |Permafrost Queen, Hera-Is ||Devil | /  |God |Water | /  |Water |8 Stars |70 |20 |
1738 |Total Attributes:  7 |Dominating Warrior King, Cao Cao ||Dragon | /  |Attacker |Fire | /  |Wood |7 Stars |35 |5000 |
1739 |Total Attributes:  7 |Unifying Martial Deity, Cao Cao ||God | /  |Attacker |Fire | /  |Dark |7 Stars |35 |5000 |
1740 |Total Attributes:  7 |Bold Divine General, Sun Quan ||God | /  |Healer |Water | /  |Light |7 Stars |35 |5000 |
1741 |Total Attributes:  7 |Soaring Dragon General, Sun Quan ||Dragon | /  |Healer |Water | /  |Wood |7 Stars |35 |5000 |
1742 |Total Attributes:  7 |Guardian Divine Emperor, Liu Bei ||God | /  |Attacker |Wood | /  |Light |7 Stars |35 |5000 |
1743 |Total Attributes:  7 |Restrained Dragon Hero, Liu Bei ||Dragon | /  |Attacker |Wood | /  |Fire |7 Stars |35 |5000 |
1744 |Total Attributes:  7 |Sacred Dragon Princess, Da Qiao ||Dragon | /  |Healer |Light | /  |Light |7 Stars |35 |5000 |
1745 |Total Attributes:  7 |Sacred Divine Flower, Xiao Qiao ||God | /  |Healer |Light | /  |Water |7 Stars |35 |5000 |
1746 |Total Attributes:  7 |Chaotic Flying General, Lu Bu ||God | /  |Devil |Dark | /  |Fire |7 Stars |35 |5000 |
1747 |Total Attributes:  7 |Sparkling Goddess of Secrets, Kali ||God | /  |Healer |Light | /  |Fire |7 Stars |60 |15000 |
1748 |Total Attributes:  7 |Awoken Hades ||Devil | /  |Attacker |Dark | /  |Wood |7 Stars |30 |5000 |
1749 |Total Attributes:  7 |Red Grimoire, Theurgia ||Attacker | /  |Devil |Fire |5 Stars |15 |20 |
1750 |Total Attributes:  7 |Red Ring Sorceress, Theurgia ||Attacker | /  |Devil |Fire | /  |Water |6 Stars |30 |20 |
1751 |Total Attributes:  7 |Blue Grimoire, Ars Paulina ||Physical | /  |Devil |Water |5 Stars |15 |20 |
1752 |Total Attributes:  7 |Blue Time Sorceress, Ars Paulina ||Physical | /  |Devil |Water | /  |Wood |6 Stars |30 |20 |
1753 |Total Attributes:  7 |Green Grimoire, Armadel ||Balanced | /  |Devil |Wood |5 Stars |15 |20 |
1754 |Total Attributes:  7 |Green Essence Sorceress, Armadel ||Balanced | /  |Devil |Wood | /  |Fire |6 Stars |30 |20 |
1755 |Total Attributes:  7 |Yellow Grimoire, Ars Nova ||Attacker | /  |Devil |Light |5 Stars |12 |5000 |
1756 |Total Attributes:  7 |Gleaming Light Sorceress, Ars Nova ||Attacker | /  |Devil |Light | /  |Fire |6 Stars |17 |5000 |
1757 |Total Attributes:  7 |Purple Grimoire, Goetia ||Physical | /  |Devil |Dark |5 Stars |12 |5000 |
1758 |Total Attributes:  7 |Black Flying Sorceress, Goetia ||Physical | /  |Devil |Dark | /  |Wood |6 Stars |17 |5000 |
1759 |Total Attributes:  7 |Dragon Caller, Sonia Gran ||Dragon |Light | /  |Dark |7 Stars |40 |20 |
1760 |Total Attributes:  7 |Dawning Dragon Caller, Sonia Gran ||Dragon |Light | /  |Dark |8 Stars |50 |20 |
1761 |Total Attributes:  7 |Burning Bowl Dragon, Gyundo ||Dragon | /  |Healer |Fire |5 Stars |12 |10 |
1762 |Total Attributes:  7 |Fragrant Bowl Dragon, Happo ||Dragon | /  |Healer |Water |5 Stars |12 |10 |
1763 |Total Attributes:  7 |Rich Bowl Dragon, Katsumin ||Dragon | /  |Healer |Wood |5 Stars |12 |10 |
1764 |Total Attributes:  7 |Sunrise Bowl Dragon, Gasho ||Dragon | /  |Healer |Light |5 Stars |12 |10 |
1765 |Total Attributes:  7 |Moon Kettle Bowl Dragon, Hagamar ||Dragon | /  |Healer |Dark |5 Stars |12 |10 |
1766 |Total Attributes:  7 |Mugtea ||Dragon |Fire |2 Stars |5 |1 |
1767 |Total Attributes:  7 |Mugmil ||Dragon |Water |2 Stars |5 |1 |
1768 |Total Attributes:  7 |Mugcha ||Dragon |Wood |2 Stars |5 |1 |
1769 |Total Attributes:  7 |Mugcorn ||Dragon |Light |2 Stars |5 |1 |
1770 |Total Attributes:  7 |Mugcoffee ||Dragon |Dark |2 Stars |5 |1 |
1771 |Total Attributes:  7 |Galbowl ||Devil |Fire |3 Stars |6 |1 |
1772 |Total Attributes:  7 |Flame Bowl Demon, Galbowl ||Devil |Fire |4 Stars |12 |1 |
1773 |Total Attributes:  7 |Tunabowl ||Devil |Water |3 Stars |6 |1 |
1774 |Total Attributes:  7 |Sea Bowl Demon, Tunabowl ||Devil |Water |4 Stars |12 |1 |
1775 |Total Attributes:  7 |Soybowl ||Devil |Wood |3 Stars |6 |1 |
1776 |Total Attributes:  7 |Land Bowl Demon, Soybowl ||Devil |Wood |4 Stars |12 |1 |
1777 |Total Attributes:  7 |Chickenbowl ||Devil |Light |3 Stars |6 |1 |
1778 |Total Attributes:  7 |Gold Bowl Demon, Chickenbowl ||Devil |Light |4 Stars |12 |1 |
1779 |Total Attributes:  7 |Sukibowl ||Devil |Dark |3 Stars |6 |1 |
1780 |Total Attributes:  7 |Purple Bowl Demon, Sukibowl ||Devil |Dark |4 Stars |12 |1 |
1781 |Total Attributes:  7 |Holy Night Santa Claus, Hera ||God | /  |Devil |Fire | /  |Light |7 Stars |30 |10 |
1782 |Total Attributes:  7 |Holy Night Divine Elemental, Genie ||Balanced | /  |God |Light | /  |Fire |6 Stars |26 |6000 |
1783 |Total Attributes:  7 |Holy Night Kirin Princess, Sakuya ||God | /  |Healer |Light | /  |Fire |7 Stars |35 |15000 |
1784 |Total Attributes:  7 |moonbeam fang witch, lilith ||Attacker | /  |Devil |Dark | /  |Light |5 Stars |23 |5000 |
1785 |Total Attributes:  7 |warrior rose, graceful valkyrie ||Healer |Light | /  |Wood |5 Stars |35 |5000 |
1786 |Total Attributes:  7 |incarnation of suzaku, leilan ||God |Fire | /  |Fire |4 Stars |15 |3000 |
1787 |Total Attributes:  7 |incarnation of seiryuu, karin ||God |Water | /  |Water |4 Stars |15 |3000 |
1788 |Total Attributes:  7 |incarnation of genbu, meimei ||God |Wood | /  |Wood |4 Stars |15 |3000 |
1789 |Total Attributes:  7 |incarnation of kirin, sakuya ||God |Light | /  |Water |4 Stars |15 |3000 |
1790 |Total Attributes:  7 |incarnation of byakko, haku ||God |Dark | /  |Water |4 Stars |15 |3000 |
1791 |Total Attributes:  7 |war deity of the night, tsukuyomi ||God | /  |Attacker |Dark | /  |Light |5 Stars |30 |5000 |
1792 |Total Attributes:  7 |keeper of the sacred texts, metatron ||God | /  |Healer |Light | /  |Water |6 Stars |60 |6000 |
1793 |Total Attributes:  7 |extant red dragon caller, sonia ||Dragon | /  |Devil |Fire | /  |Dark |6 Stars |50 |6000 |
1794 |Total Attributes:  7 |rebel seraph lucifer ||God | /  |Balanced |Dark | /  |Water |5 Stars |40 |5000 |
1795 |Total Attributes:  7 |Nappa ||Physical | /  |Dragon |Light |4 Stars |10 |3000 |
1796 |Total Attributes:  7 |Saiyan - Nappa ||Physical | /  |Dragon |Light | /  |Dark |5 Stars |20 |3000 |
1797 |Total Attributes:  7 |Raditz ||Physical | /  |Dragon |Dark |4 Stars |10 |3000 |
1798 |Total Attributes:  7 |Saiyan - Raditz ||Physical | /  |Dragon |Dark | /  |Fire |5 Stars |20 |3000 |
1799 |Total Attributes:  7 |Videl ||Balanced | /  |Dragon |Fire |4 Stars |10 |3000 |
1800 |Total Attributes:  7 |Satan's Daughter, Videl ||Balanced | /  |Dragon |Fire | /  |Wood |5 Stars |20 |3000 |
1801 |Total Attributes:  7 |Gotenks ||Attacker | /  |Dragon |Water | /  |Fire |5 Stars |14 |5000 |
1802 |Total Attributes:  7 |Super Saiyan - Gotenks ||Attacker | /  |Dragon |Water | /  |Fire |6 Stars |24 |5000 |
1803 |Total Attributes:  7 |Dende & Porunga ||God | /  |Dragon |Wood | /  |Wood |6 Stars |15 |1 |
1804 |Total Attributes:  7 |Bulma ||Healer | /  |Dragon |Water | /  |Water |5 Stars |12 |1 |
1805 |Total Attributes:  7 |Dragon Ball, One-Star ball ||Enhance Material |Light |5 Stars |1 |1 |
1806 |Total Attributes:  7 |Dragon Ball, Three-Star ball ||Enhance Material |Light |5 Stars |1 |1 |
1807 |Total Attributes:  7 |Dragon Ball, Four-Star ball ||Enhance Material |Light |5 Stars |1 |1 |
1808 |Total Attributes:  7 |Dragon Ball, Six-Star ball ||Enhance Material |Light |5 Stars |1 |1 |
1809 |Total Attributes:  7 |Dragon Ball, Seven-Star ball ||Enhance Material |Light |5 Stars |1 |1 |
1810 |Total Attributes:  7 |Dragon Ball, Two-Star ball & Five-Star ball ||Enhance Material |Light |5 Stars |1 |1 |
1811 |Total Attributes:  7 |cao cao ||God | /  |Attacker |Fire |4 Stars |15 |1 |
1812 |Total Attributes:  7 |conquering martial deity, cao cao ||God | /  |Attacker |Fire |5 Stars |25 |1 |
1813 |Total Attributes:  7 |sun quan ||God | /  |Healer |Water |4 Stars |15 |1 |
1814 |Total Attributes:  7 |courageous divine general, sun quan ||God | /  |Healer |Water |5 Stars |25 |1 |
1815 |Total Attributes:  7 |liu bei ||God | /  |Attacker |Wood |4 Stars |15 |1 |
1816 |Total Attributes:  7 |moral commanding deity, liu bei ||God | /  |Attacker |Wood |5 Stars |25 |1 |
1817 |Total Attributes:  7 |da qiao & xiao qiao ||God | /  |Healer |Light | /  |Water |4 Stars |15 |1 |
1818 |Total Attributes:  7 |divine flowers, da qiao & xiao qiao ||God | /  |Healer |Light | /  |Water |5 Stars |25 |1 |
1819 |Total Attributes:  7 |lu bu ||God | /  |Devil |Dark |4 Stars |15 |1 |
1820 |Total Attributes:  7 |divine flying general, lu bu ||God | /  |Devil |Dark |5 Stars |25 |1 |
1821 |Total Attributes:  7 |guan yu ||God | /  |Dragon |Fire | /  |Dark |5 Stars |35 |1 |
1822 |Total Attributes:  7 |valiant & loyal deity, guan yu ||God | /  |Dragon |Fire | /  |Dark |6 Stars |50 |1 |
1823 |Total Attributes:  7 |life dragon, zhuge liang ||God | /  |Healer |Light |5 Stars |35 |1 |
1824 |Total Attributes:  7 |celestial life dragon, zhuge liang ||God | /  |Healer |Light | /  |Water |6 Stars |50 |1 |
1825 |Total Attributes:  7 |I Love DeviBear ||Devil |Dark |4 Stars |10 |1 |
1826 |Total Attributes:  7 |Red Angel, Rozuel ||God | /  |Attacker |Fire | /  |Water |5 Stars |20 |5000 |
1827 |Total Attributes:  7 |Red-Winged Star Angel, Rozuel ||God | /  |Attacker |Fire | /  |Water |6 Stars |30 |5000 |
1828 |Total Attributes:  7 |Blue Angel, Famiel ||God | /  |Healer |Water | /  |Light |5 Stars |20 |5000 |
1829 |Total Attributes:  7 |Blue-Winged Star Angel, Famiel ||God | /  |Healer |Water | /  |Light |6 Stars |30 |5000 |
1830 |Total Attributes:  7 |Green Angel, Ruel ||God | /  |Devil |Wood | /  |Dark |5 Stars |20 |5000 |
1831 |Total Attributes:  7 |Green-Winged Star Angel, Ruel ||God | /  |Devil |Wood | /  |Dark |6 Stars |30 |5000 |
1832 |Total Attributes:  7 |Holy Angel, Ariel ||God | /  |Attacker |Light | /  |Fire |5 Stars |20 |5000 |
1833 |Total Attributes:  7 |Holy-Winged Star Angel, Ariel ||God | /  |Attacker |Light | /  |Fire |6 Stars |30 |5000 |
1834 |Total Attributes:  7 |Dark Angel, Lumiel ||God | /  |Devil |Dark | /  |Water |5 Stars |20 |5000 |
1835 |Total Attributes:  7 |Dark-Winged Star Angel, Lumiel ||God | /  |Devil |Dark | /  |Water |6 Stars |30 |5000 |
1836 |Total Attributes:  7 |Medjedra ||God | /  |Balanced |Wood |6 Stars |30 |25 |
1837 |Total Attributes:  7 |Guardian of Dark Riches, Medjedra ||God | /  |Balanced |Wood | /  |Fire |7 Stars |40 |25 |
1838 |Total Attributes:  7 |Stubborn Dragon King, Gainaut ||Dragon |Fire |7 Stars |80 |50 |
1839 |Total Attributes:  7 |Lightning Sky Stubborn Dragon King, Gainaut ||Dragon | /  |Physical |Fire | /  |Light |8 Stars |90 |50 |
1840 |Total Attributes:  7 |Sea Dragon King, Volsung ||Dragon |Water |7 Stars |80 |50 |
1841 |Total Attributes:  7 |Giant Arched Sea Dragon King, Volsung ||Dragon | /  |Attacker |Water | /  |Fire |8 Stars |90 |50 |
1842 |Total Attributes:  7 |Wind Dragon Queen, Linthia ||Dragon |Wood |7 Stars |80 |50 |
1843 |Total Attributes:  7 |Crystal Wind Dragon Queen, Linthia ||Dragon | /  |Balanced |Wood | /  |Dark |8 Stars |90 |50 |
1844 |Total Attributes:  7 |Knight Dragon King, Nordis ||Dragon |Light |7 Stars |80 |50 |
1845 |Total Attributes:  7 |Unleashed Knight Dragon King, Nordis ||Dragon | /  |Balanced |Light | /  |Wood |8 Stars |90 |50 |
1846 |Total Attributes:  7 |UNPRINTABLE ||Dragon |Dark |7 Stars |80 |50 |
1847 |Total Attributes:  7 |UNPRINTABLE ||Dragon | /  |Physical | /  |Devil |Dark | /  |Water |8 Stars |99 |50 |
1848 |Total Attributes:  7 |Angel of Secret Destiny, Elia ||God | /  |Healer |Light | /  |Light |7 Stars |99 |1 |
1849 |Total Attributes:  7 |Psychopomp of Oblivion, Grisar ||Devil | /  |Attacker |Dark | /  |Dark |7 Stars |99 |1 |
1850 |Total Attributes:  7 |Jagi ||Attacker |Dark |3 Stars |7 |1 |
1851 |Total Attributes:  7 |Tyrannical Pupil, Jagi ||Attacker |Dark |4 Stars |12 |1 |
1852 |Total Attributes:  7 |Amiba ||Attacker |Dark |3 Stars |7 |1 |
1853 |Total Attributes:  7 |Hokuto Shinken Imposter, Amiba ||Attacker |Dark | /  |Water |4 Stars |12 |1 |
1854 |Total Attributes:  7 |Uighur ||Attacker |Dark |3 Stars |7 |1 |
1855 |Total Attributes:  7 |The Warden, Uighur ||Attacker |Dark |4 Stars |12 |1 |
1856 |Total Attributes:  7 |Ken-Oh, Raoh ||Devil |Dark |5 Stars |12 |10 |
1857 |Total Attributes:  7 |Ruler of the Century's End, Raoh ||Devil |Dark | /  |Fire |6 Stars |22 |10 |
1858 |Total Attributes:  7 |Raoh ||Devil |Fire |5 Stars |12 |5000 |
1859 |Total Attributes:  7 |Conqueror of the Heavens, Raoh ||Devil | /  |Attacker |Fire | /  |Dark |6 Stars |22 |5000 |
1860 |Total Attributes:  7 |Kenshiro ||Physical |Fire |5 Stars |12 |5000 |
1861 |Total Attributes:  7 |Hokuto Shinken Master, Kenshiro ||Physical | /  |Attacker |Fire | /  |Light |6 Stars |22 |5000 |
1862 |Total Attributes:  7 |Toki ||Healer |Water |5 Stars |12 |5000 |
1863 |Total Attributes:  7 |Gentle Fist Master, Toki ||Healer | /  |Attacker |Water | /  |Light |6 Stars |22 |5000 |
1864 |Total Attributes:  7 |Shin ||Devil |Light |4 Stars |10 |3000 |
1865 |Total Attributes:  7 |Nanto Seiken Master, Shin ||Devil |Light | /  |Dark |5 Stars |20 |3000 |
1866 |Total Attributes:  7 |Rei ||Attacker |Water |4 Stars |10 |3000 |
1867 |Total Attributes:  7 |Nanto Suichoken Master, Rei ||Attacker |Water | /  |Light |5 Stars |20 |3000 |
1868 |Total Attributes:  7 |Juda ||Balanced |Wood |4 Stars |10 |3000 |
1869 |Total Attributes:  7 |Nanto Kokakuken Master, Juda ||Balanced |Wood | /  |Dark |5 Stars |20 |3000 |
1870 |Total Attributes:  7 |Shew ||Attacker |Wood |4 Stars |10 |3000 |
1871 |Total Attributes:  7 |Nanto Hakuroken Master, Shew ||Attacker |Wood | /  |Light |5 Stars |20 |3000 |
1872 |Total Attributes:  7 |Thouzer ||Devil |Light |4 Stars |10 |3000 |
1873 |Total Attributes:  7 |Holy Emperor, Thouzer ||Devil |Light | /  |Dark |5 Stars |20 |3000 |
1874 |Total Attributes:  7 |Mamiya ||Healer |Fire |4 Stars |10 |3000 |
1875 |Total Attributes:  7 |Unrequited Warrior Woman, Mamiya ||Healer |Fire | /  |Light |5 Stars |20 |3000 |
1876 |Total Attributes:  7 |zhao yun ||Attacker |Wood | /  |Wood |5 Stars |30 |1 |
1877 |Total Attributes:  7 |mighty dragon general, zhao yun ||Attacker | /  |Dragon |Wood | /  |Light |6 Stars |40 |1 |
1878 |Total Attributes:  7 |Diagoldos ||Dragon |Fire |6 Stars |40 |20 |
1879 |Total Attributes:  7 |Armored Blade Dragon, Diagoldos ||Dragon | /  |Attacker |Fire | /  |Light |7 Stars |50 |20 |
1880 |Total Attributes:  7 |Ruler of Toyama Bay, Cold Amberjack ||Physical |Water | /  |Water |6 Stars |30 |1 |
1881 |Total Attributes:  7 |Twin Blade Brave, Shotel ||Attacker |Fire | /  |Wood |5 Stars |15 |5000 |
1882 |Total Attributes:  7 |Double-Edged Blade Brave, Claymore ||Attacker |Water | /  |Fire |5 Stars |15 |5000 |
1883 |Total Attributes:  7 |Nameless Blade Brave, Masamune ||Attacker |Wood | /  |Water |5 Stars |15 |5000 |
1884 |Total Attributes:  7 |Curved Blade Brave, Kopis ||Attacker |Light | /  |Fire |5 Stars |15 |5000 |
1885 |Total Attributes:  7 |Massive Blade Brave, Zweihander ||Attacker | /  |Physical |Dark | /  |Water |5 Stars |15 |5000 |
1886 |Total Attributes:  7 |UNPRINTABLE ||God | /  |Healer |Fire | /  |Light |7 Stars |33 |5000 |
1887 |Total Attributes:  7 |UNPRINTABLE ||God | /  |Healer |Light | /  |Fire |7 Stars |33 |5000 |
1888 |Total Attributes:  7 |UNPRINTABLE ||Devil | /  |God |Dark | /  |Fire |6 Stars |30 |3000 |
1889 |Total Attributes:  7 |UNPRINTABLE ||Devil | /  |God |Fire | /  |Dark |6 Stars |30 |3000 |
1890 |Total Attributes:  7 |UNPRINTABLE ||Awoken Material |Light |5 Stars |12 |1 |
1891 |Total Attributes:  7 |Raoh ChibiDra ||Enhance Material |Dark |3 Stars |1 |1 |
1896 |Total Attributes:  7 |Earth Dragon Swordsman ||Dragon |Wood |4 Stars |9 |3000 |
1897 |Total Attributes:  7 |Earth Dragon Knight ||Dragon |Wood | /  |Wood |5 Stars |14 |3000 |
1898 |Total Attributes:  7 |Dark Dragon Swordsman ||Dragon |Dark |4 Stars |9 |3000 |
1899 |Total Attributes:  7 |Shadow Dragon Knight ||Dragon |Dark | /  |Dark |5 Stars |14 |3000 |
1900 |Total Attributes:  7 |Juggler ||Devil |Dark |5 Stars |13 |5000 |
1901 |Total Attributes:  7 |UNPRINTABLE ||Devil |Dark | /  |Fire |6 Stars |19 |5000 |
1902 |Total Attributes:  7 |UNPRINTABLE ||Balanced | /  |Devil |Wood | /  |Dark |7 Stars |29 |5000 |
1903 |Total Attributes:  7 |UNPRINTABLE ||Healer | /  |God |Light | /  |Light |7 Stars |29 |5000 |
1904 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Devil |Fire | /  |Dark |6 Stars |25 |3000 |
1905 |Total Attributes:  7 |UNPRINTABLE ||Healer | /  |Machine |Water | /  |Water |7 Stars |29 |5000 |
1906 |Total Attributes:  7 |UNPRINTABLE ||Balanced | /  |Devil |Dark | /  |Dark |6 Stars |25 |3000 |
1907 |Total Attributes:  7 |UNPRINTABLE ||Dragon | /  |Devil |Dark | /  |Light |7 Stars |60 |10 |
1908 |Total Attributes:  7 |Red Material ||Enhance Material |Fire |3 Stars |1 |1 |
1909 |Total Attributes:  7 |Blue Material ||Enhance Material |Water |3 Stars |1 |1 |
1910 |Total Attributes:  7 |Green Material ||Enhance Material |Wood |3 Stars |1 |1 |
1911 |Total Attributes:  7 |Yellow Material ||Enhance Material |Light |3 Stars |1 |1 |
1912 |Total Attributes:  7 |Purple Material ||Enhance Material |Dark |3 Stars |1 |1 |
1913 |Total Attributes:  7 |Black Material ||Enhance Material |Dark |3 Stars |1 |1 |
1914 |Total Attributes:  7 |Firem ||Dragon |Light |5 Stars |10 |1 |
1915 |Total Attributes:  7 |Guardian of the Mirror World, Firem ||Dragon | /  |Devil |Light | /  |Dark |6 Stars |20 |1 |
1916 |Total Attributes:  7 |Music Dragon, Legelonte ||Dragon | /  |Machine |Water | /  |Water |5 Stars |20 |15 |
1917 |Total Attributes:  8 |Hungry Peko Dragon ||Dragon | /  |Healer |Fire |4 Stars |10 |1 |Fire Dragon Thing |
1918 |Total Attributes:  7 |Battle Flower Spirit, Mandrake ||Attacker |Wood |4 Stars |10 |1 |
1919 |Total Attributes:  7 |Rumbling Firedragon, Armored Tyrannos ||Dragon | /  |Attacker |Fire | /  |Water |6 Stars |15 |1 |
1920 |Total Attributes:  7 |Phantom Icedragon, Mirage Plesios ||Dragon | /  |Physical |Water | /  |Wood |6 Stars |15 |1 |
1921 |Total Attributes:  7 |Wild Flowerdragon, Howling Brachys ||Dragon | /  |Balanced |Wood | /  |Fire |6 Stars |15 |1 |
1922 |Total Attributes:  7 |Zeus & Hera ||God | /  |Devil |Light | /  |Dark |7 Stars |50 |25 |
1923 |Total Attributes:  7 |Loving Heavenly Deities, Zeus & Hera ||God | /  |Devil |Light | /  |Dark |8 Stars |60 |25 |
1924 |Total Attributes:  7 |UNPRINTABLE ||Balanced |Light | /  |Dark |5 Stars |10 |1 |
1925 |Total Attributes:  7 |War Deity of the Magic Spear, Odin ||God | /  |Physical |Water | /  |Dark |8 Stars |60 |50000 |
1926 |Total Attributes:  7 |Heaven-Shaking Thunderdragon, Indra ||Dragon | /  |Balanced |Light | /  |Light |7 Stars |40 |5000 |
1927 |Total Attributes:  7 |Abyssal Darkdragon, Vritra ||Dragon | /  |Devil |Dark | /  |Dark |7 Stars |40 |5000 |
1928 |Total Attributes:  7 |Awoken Venus ||Devil | /  |Healer |Light | /  |Water |7 Stars |30 |5000 |
1929 |Total Attributes:  7 |Tyrra-bean ||Dragon |Fire |1 Star |1 |1 |
1930 |Total Attributes:  7 |Plessie-bean ||Dragon |Water |1 Star |1 |1 |
1931 |Total Attributes:  7 |Brachy-bean ||Dragon |Wood |1 Star |1 |1 |
1932 |Total Attributes:  7 |hera ||God |Dark |3 Stars |5 |1 |
1933 |Total Attributes:  7 |awoken hera ||Devil | /  |God |Dark |4 Stars |15 |1 |
1934 |Total Attributes:  7 |plan ||Dragon |Wood |3 Stars |5 |1 |
1935 |Total Attributes:  7 |awoken plan ||Dragon |Water | /  |Wood |4 Stars |15 |1 |
1936 |Total Attributes:  7 |Kapibara-san & White-san ||Physical | /  |Healer |Wood | /  |Water |5 Stars |20 |-- |
1937 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Dragon |Fire | /  |Dark |8 Stars |40 |5000 |
1938 |Total Attributes:  7 |Super Saiyan 3 - Gotenks ||Attacker | /  |Dragon |Water | /  |Fire |7 Stars |34 |-- |
1939 |Total Attributes:  7 |Cell - Perfect Form ||Devil | /  |Dragon |Wood | /  |Dark |8 Stars |33 |-- |
1940 |Total Attributes:  7 |Uub ||Attacker | /  |Dragon |Light |5 Stars |14 |-- |
1941 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Dragon |Light | /  |Fire |6 Stars |24 |-- |
1942 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Dragon |Dark | /  |Light |5 Stars |14 |-- |
1943 |Total Attributes:  7 |Choco Buu ||Enhance Material |Light |4 Stars |1 |-- |
1944 |Total Attributes:  7 |Kaguya-Hime ||Healer |Wood |6 Stars |20 |25 |
1945 |Total Attributes:  7 |Bamboo Cutter's Blossom, Kaguya-Hime ||Healer | /  |God |Wood | /  |Light |7 Stars |30 |25 |
1946 |Total Attributes:  7 |Red Dragonbound, Gadius ||Dragon |Fire |5 Stars |30 |15000 |
1947 |Total Attributes:  7 |Lightning Red Dragonbound, Gadius ||Dragon | /  |Healer |Fire | /  |Light |6 Stars |50 |15000 |
1948 |Total Attributes:  7 |Black Dragonbound, Typhon ||Dragon |Dark |6 Stars |40 |50000 |
1949 |Total Attributes:  7 |Lightning Black Dragonbound, Typhon ||Dragon | /  |Balanced |Dark | /  |Water |7 Stars |60 |50000 |
1950 |Total Attributes:  7 |White Beast Demon, Ilm ||Devil |Light | /  |Fire |6 Stars |40 |50000 |
1951 |Total Attributes:  7 |Tome-Creating White Phantom Demon, Ilm ||Devil | /  |Attacker |Light | /  |Fire |7 Stars |60 |50000 |
